"Disclaimer - Users of this site acknowledge that the information contained in these files is a guide for informational purposes only, and is not to be considered as a substitute for the professional judgment of the physician, pharmacist, or any other health care professional providing services to a member, or to contradict any applicable laws and procedures.",,,,,,,,,,,,,,,,,,,,
AHFS CODE,AHFS DESCRIPTION,CHEMICAL NAME,DOSAGE FORM,STRENGTH,ITEM NAME,DIN,MANUFACTURER,AB,BC,MB,NB,NF,NS,NT,NU,ON,PE,QC,SK,YT
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,100MG,RIVA-GABAPENTIN 100MG CAP,02251167,RIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,100MG,TEVA-GABAPENTIN 100MG CAP,02244513,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,ACH-GABAPENTIN 300MG CAP,02416859,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,AG-GABAPENTIN 300MG CAP,02477920,ANG,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Not Determined,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,APO-GABAPENTIN 300MG CAP,02244305,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,AURO-GABAPENTIN 300MG CAP,02321211,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,GABAPENTIN 300MG CAP,02246315,SIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,GABAPENTIN 300MG CAP,02353253,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,JAMP-GABAPENTIN 300MG CAP,02361485,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,JAMP-GABAPENTIN 300MG CAP,02535254,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,MAR-GABAPENTIN 300MG CAP,02391481,MAR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,MINT-GABAPENTIN 300MG CAP,02408899,MIN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,NEURONTIN 300MG CAP,02084279,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,NRA-GABAPENTIN 300MG CAP,02550024,NOA,Open Benefit,Open Benefit,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,PMS-GABAPENTIN 300MG CAP,02243447,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,PRO-GABAPENTIN 300MG CAP,02310457,PDL,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,RIVA-GABAPENTIN 300MG CAP,02251175,RIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,300MG,TEVA-GABAPENTIN 300MG CAP,02244514,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,ACH-GABAPENTIN 400MG CAP,02416867,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,AG-GABAPENTIN 400MG CAP,02477939,ANG,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Not Determined,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,APO-GABAPENTIN 400MG CAP,02244306,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,AURO-GABAPENTIN 400MG CAP,02321238,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,GABAPENTIN 400MG CAP,02246316,SIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,GABAPENTIN 400MG CAP,02353261,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,JAMP-GABAPENTIN 400MG CAP,02361493,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,JAMP-GABAPENTIN 400MG CAP,02535262,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,MAR-GABAPENTIN 400MG CAP,02391503,MAR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,MINT-GABAPENTIN 400MG CAP,02408902,MIN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,NEURONTIN 400MG CAP,02084287,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,NRA-GABAPENTIN 400MG CAP,02550032,NOA,Open Benefit,Open Benefit,Not Determined,Not Determined,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Not Determined,Open Benefit,Open Benefit,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,PMS-GABAPENTIN 400MG CAP,02243448,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,PRO-GABAPENTIN 400MG CAP,02310465,PDL,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,RIVA-GABAPENTIN 400MG CAP,02251183,RIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,CAP,400MG,TEVA-GABAPENTIN 400MG CAP,02244515,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,ACH-GABAPENTIN 600MG TAB,02392526,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,APO-GABAPENTIN 600MG TAB,02293358,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,AURO-GABAPENTIN 600MG TAB,02428334,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,GABAPENTIN 600MG TAB,02388200,SIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,GABAPENTIN 600MG TAB,02410990,GLK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,GABAPENTIN 600MG TAB,02431289,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,JAMP-GABAPENTIN 600MG TAB,02402289,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,JAMP-GABAPENTIN TABS 600MG TAB,02432072,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined,Not Determined,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Not Determined
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,NEURONTIN 600MG TAB,02239717,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,PRO-GABAPENTIN 600MG TAB,02310473,PDL,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,RIVA-GABAPENTIN 600MG TAB,02259796,RIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,600MG,TEVA-GABAPENTIN 600MG TAB,02248457,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,ACH-GABAPENTIN 800MG TAB,02392534,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,APO-GABAPENTIN 800MG TAB,02293366,APX,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,AURO-GABAPENTIN 800MG TAB,02428342,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,GABAPENTIN 800MG TAB,02388219,SIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,GABAPENTIN 800MG TAB,02411008,GLK,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,JAMP-GABAPENTIN 800MG TAB,02402297,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,JAMP-GABAPENTIN 800MG TAB,02432080,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,NEURONTIN 800MG TAB,02239718,BGP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,PRO-GABAPENTIN 800MG TAB,02310481,PDL,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,RIVA-GABAPENTIN 800MG TAB,02259818,RIV,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,GABAPENTIN,TAB,800MG,TEVA-GABAPENTIN 800MG TAB,02247346,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,ACH-LACOSAMIDE 100MG TAB,02489295,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,AG-LACOSAMIDE 100MG TAB,02501929,ANG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,AURO-LACOSAMIDE 100MG TAB,02475340,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,JAMP-LACOSAMIDE 100MG TAB,02488396,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,LACOSAMIDE 100MG TAB,02512882,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,MINT-LACOSAMIDE 100MG TAB,02490552,MIN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,NRA-LACOSAMIDE 100MG TAB,02499576,NOA,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,PHARMA-LACOSAMIDE 100MG TAB,02478218,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,SANDOZ LACOSAMIDE 100MG TAB,02474689,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,TEVA-LACOSAMIDE 100MG TAB,02472910,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,VIMPAT 100MG TAB,02357623,UCB,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,100MG,ZDS-LACOSAMIDE 100MG TAB,02487810,ZYD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,ACH-LACOSAMIDE 150MG TAB,02489309,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,AG-LACOSAMIDE 150MG TAB,02501937,ANG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,AURO-LACOSAMIDE 150MG TAB,02475359,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,JAMP-LACOSAMIDE 150MG TAB,02488418,JAP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,LACOSAMIDE 150MG TAB,02512890,SAN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,MINT-LACOSAMIDE 150MG TAB,02490560,MIN,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,NRA-LACOSAMIDE 150MG TAB,02499584,NOA,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,PHARMA-LACOSAMIDE 150MG TAB,02478226,PMS,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,SANDOZ LACOSAMIDE 150MG TAB,02474697,SDZ,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,TEVA-LACOSAMIDE 150MG TAB,02472929,TEP,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,VIMPAT 150MG TAB,02357631,UCB,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,150MG,ZDS-LACOSAMIDE 150MG TAB,02487829,ZYD,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,200MG,ACH-LACOSAMIDE 200MG TAB,02489317,ACC,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,200MG,AG-LACOSAMIDE 200MG TAB,02501945,ANG,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
28:12.92,MISCELLANEOUS ANTICONVULSANTS,LACOSAMIDE,TAB,200MG,AURO-LACOSAMIDE 200MG TAB,02475367,AUR,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit,Open Benefit
